"specimen_collection_date","age_group","new_confirmed_cases","cumulative_confirmed_cases","last_updated"
2020-03-27,"61-70",5,46,2020-10-05 14:22:00
2020-03-28,"61-70",3,49,2020-10-05 14:22:00
2020-03-29,"61-70",1,50,2020-10-05 14:22:00
2020-03-30,"61-70",8,58,2020-10-05 14:22:00
2020-03-31,"61-70",6,64,2020-10-05 14:22:00
2020-04-01,"61-70",4,68,2020-10-05 14:22:00
2020-04-02,"61-70",4,72,2020-10-05 14:22:00
2020-04-03,"61-70",3,75,2020-10-05 14:22:00
2020-04-04,"61-70",0,75,2020-10-05 14:22:00
2020-04-05,"61-70",4,79,2020-10-05 14:22:00
2020-04-06,"61-70",9,88,2020-10-05 14:22:00
2020-04-07,"61-70",4,92,2020-10-05 14:22:00
2020-04-08,"61-70",9,101,2020-10-05 14:22:00
2020-04-09,"61-70",11,112,2020-10-05 14:22:00
2020-04-10,"61-70",3,115,2020-10-05 14:22:00
2020-04-11,"61-70",3,118,2020-10-05 14:22:00
2020-04-12,"61-70",1,119,2020-10-05 14:22:00
2020-04-13,"61-70",6,125,2020-10-05 14:22:00
2020-04-14,"61-70",6,131,2020-10-05 14:22:00
2020-04-15,"61-70",8,139,2020-10-05 14:22:00
2020-04-16,"61-70",2,141,2020-10-05 14:22:00
2020-04-17,"61-70",3,144,2020-10-05 14:22:00
2020-04-18,"61-70",1,145,2020-10-05 14:22:00
2020-04-19,"61-70",6,151,2020-10-05 14:22:00
2020-04-20,"61-70",4,155,2020-10-05 14:22:00
2020-04-21,"61-70",3,158,2020-10-05 14:22:00
2020-04-22,"61-70",8,166,2020-10-05 14:22:00
2020-04-23,"61-70",8,174,2020-10-05 14:22:00
2020-04-24,"61-70",2,176,2020-10-05 14:22:00
2020-04-25,"61-70",3,179,2020-10-05 14:22:00
2020-04-26,"61-70",2,181,2020-10-05 14:22:00
2020-04-27,"61-70",3,184,2020-10-05 14:22:00
2020-04-28,"61-70",2,186,2020-10-05 14:22:00
2020-04-29,"61-70",7,193,2020-10-05 14:22:00
2020-04-30,"61-70",4,197,2020-10-05 14:22:00
2020-05-01,"61-70",2,199,2020-10-05 14:22:00
2020-05-02,"61-70",5,204,2020-10-05 14:22:00
2020-05-03,"61-70",0,204,2020-10-05 14:22:00
2020-05-04,"61-70",3,207,2020-10-05 14:22:00
2020-05-05,"61-70",1,208,2020-10-05 14:22:00
2020-05-06,"61-70",2,210,2020-10-05 14:22:00
2020-05-07,"61-70",1,211,2020-10-05 14:22:00
2020-05-08,"61-70",3,214,2020-10-05 14:22:00
2020-05-09,"61-70",1,215,2020-10-05 14:22:00
2020-05-10,"61-70",0,215,2020-10-05 14:22:00
2020-05-11,"61-70",1,216,2020-10-05 14:22:00
2020-05-12,"61-70",2,218,2020-10-05 14:22:00
2020-05-13,"61-70",2,220,2020-10-05 14:22:00
2020-05-14,"61-70",3,223,2020-10-05 14:22:00
2020-05-15,"61-70",3,226,2020-10-05 14:22:00
2020-05-16,"61-70",1,227,2020-10-05 14:22:00
2020-05-17,"61-70",1,228,2020-10-05 14:22:00
2020-05-18,"61-70",1,229,2020-10-05 14:22:00
2020-05-19,"61-70",0,229,2020-10-05 14:22:00
2020-05-20,"61-70",2,231,2020-10-05 14:22:00
2020-05-21,"61-70",1,232,2020-10-05 14:22:00
2020-05-22,"61-70",0,232,2020-10-05 14:22:00
2020-05-23,"61-70",2,234,2020-10-05 14:22:00
2020-05-24,"61-70",0,234,2020-10-05 14:22:00
2020-05-25,"61-70",1,235,2020-10-05 14:22:00
2020-05-26,"61-70",0,235,2020-10-05 14:22:00
2020-05-27,"61-70",1,236,2020-10-05 14:22:00
2020-05-28,"61-70",1,237,2020-10-05 14:22:00
2020-05-29,"61-70",1,238,2020-10-05 14:22:00
2020-05-30,"61-70",2,240,2020-10-05 14:22:00
2020-05-31,"61-70",3,243,2020-10-05 14:22:00
2020-06-01,"61-70",2,245,2020-10-05 14:22:00
2020-06-02,"61-70",3,248,2020-10-05 14:22:00
2020-06-03,"61-70",3,251,2020-10-05 14:22:00
2020-06-04,"61-70",3,254,2020-10-05 14:22:00
2020-06-05,"61-70",3,257,2020-10-05 14:22:00
2020-06-06,"61-70",1,258,2020-10-05 14:22:00
2020-06-07,"61-70",1,259,2020-10-05 14:22:00
2020-06-08,"61-70",2,261,2020-10-05 14:22:00
2020-06-09,"61-70",1,262,2020-10-05 14:22:00
2020-06-10,"61-70",0,262,2020-10-05 14:22:00
2020-06-11,"61-70",2,264,2020-10-05 14:22:00
2020-06-12,"61-70",5,269,2020-10-05 14:22:00
2020-06-13,"61-70",1,270,2020-10-05 14:22:00
2020-06-14,"61-70",0,270,2020-10-05 14:22:00
2020-06-15,"61-70",1,271,2020-10-05 14:22:00
2020-06-16,"61-70",3,274,2020-10-05 14:22:00
2020-06-17,"61-70",1,275,2020-10-05 14:22:00
2020-06-18,"61-70",2,277,2020-10-05 14:22:00
2020-06-19,"61-70",4,281,2020-10-05 14:22:00
2020-06-20,"61-70",1,282,2020-10-05 14:22:00
2020-06-21,"61-70",1,283,2020-10-05 14:22:00
2020-06-22,"61-70",5,288,2020-10-05 14:22:00
2020-06-23,"61-70",6,294,2020-10-05 14:22:00
2020-06-24,"61-70",3,297,2020-10-05 14:22:00
2020-06-25,"61-70",1,298,2020-10-05 14:22:00
2020-06-26,"61-70",6,304,2020-10-05 14:22:00
2020-06-27,"61-70",4,308,2020-10-05 14:22:00
2020-06-28,"61-70",2,310,2020-10-05 14:22:00
2020-06-29,"61-70",3,313,2020-10-05 14:22:00
2020-06-30,"61-70",5,318,2020-10-05 14:22:00
2020-07-01,"61-70",4,322,2020-10-05 14:22:00
2020-07-02,"61-70",3,325,2020-10-05 14:22:00
2020-07-03,"61-70",1,326,2020-10-05 14:22:00
2020-07-04,"61-70",0,326,2020-10-05 14:22:00
2020-07-05,"61-70",2,328,2020-10-05 14:22:00
2020-07-06,"61-70",6,334,2020-10-05 14:22:00
2020-07-07,"61-70",5,339,2020-10-05 14:22:00
2020-07-08,"61-70",7,346,2020-10-05 14:22:00
2020-07-09,"61-70",3,349,2020-10-05 14:22:00
2020-07-10,"61-70",9,358,2020-10-05 14:22:00
2020-07-11,"61-70",5,363,2020-10-05 14:22:00
2020-07-12,"61-70",4,367,2020-10-05 14:22:00
2020-07-13,"61-70",9,376,2020-10-05 14:22:00
2020-07-14,"61-70",11,387,2020-10-05 14:22:00
2020-07-15,"61-70",9,396,2020-10-05 14:22:00
2020-07-16,"61-70",7,403,2020-10-05 14:22:00
2020-07-17,"61-70",8,411,2020-10-05 14:22:00
2020-07-18,"61-70",4,415,2020-10-05 14:22:00
2020-07-19,"61-70",4,419,2020-10-05 14:22:00
2020-07-20,"61-70",9,428,2020-10-05 14:22:00
2020-07-21,"61-70",12,440,2020-10-05 14:22:00
2020-07-22,"61-70",8,448,2020-10-05 14:22:00
2020-07-23,"61-70",6,454,2020-10-05 14:22:00
2020-07-24,"61-70",7,461,2020-10-05 14:22:00
2020-07-25,"61-70",3,464,2020-10-05 14:22:00
2020-07-26,"61-70",3,467,2020-10-05 14:22:00
2020-07-27,"61-70",3,470,2020-10-05 14:22:00
2020-07-28,"61-70",8,478,2020-10-05 14:22:00
2020-07-29,"61-70",8,486,2020-10-05 14:22:00
2020-07-30,"61-70",11,497,2020-10-05 14:22:00
2020-07-31,"61-70",11,508,2020-10-05 14:22:00
2020-08-01,"61-70",3,511,2020-10-05 14:22:00
2020-08-02,"61-70",2,513,2020-10-05 14:22:00
2020-08-03,"61-70",10,523,2020-10-05 14:22:00
2020-08-04,"61-70",7,530,2020-10-05 14:22:00
2020-08-05,"61-70",6,536,2020-10-05 14:22:00
2020-08-06,"61-70",2,538,2020-10-05 14:22:00
2020-08-07,"61-70",7,545,2020-10-05 14:22:00
2020-08-08,"61-70",3,548,2020-10-05 14:22:00
2020-08-09,"61-70",1,549,2020-10-05 14:22:00
2020-08-10,"61-70",6,555,2020-10-05 14:22:00
2020-08-11,"61-70",3,558,2020-10-05 14:22:00
2020-08-12,"61-70",5,563,2020-10-05 14:22:00
2020-08-13,"61-70",6,569,2020-10-05 14:22:00
2020-08-14,"61-70",5,574,2020-10-05 14:22:00
2020-08-15,"61-70",5,579,2020-10-05 14:22:00
2020-08-16,"61-70",5,584,2020-10-05 14:22:00
2020-08-17,"61-70",6,590,2020-10-05 14:22:00
2020-08-18,"61-70",2,592,2020-10-05 14:22:00
2020-08-19,"61-70",3,595,2020-10-05 14:22:00
2020-08-20,"61-70",5,600,2020-10-05 14:22:00
2020-08-21,"61-70",5,605,2020-10-05 14:22:00
2020-08-22,"61-70",6,611,2020-10-05 14:22:00
2020-08-23,"61-70",2,613,2020-10-05 14:22:00
2020-08-24,"61-70",7,620,2020-10-05 14:22:00
2020-08-25,"61-70",3,623,2020-10-05 14:22:00
2020-08-26,"61-70",3,626,2020-10-05 14:22:00
2020-08-27,"61-70",4,630,2020-10-05 14:22:00
2020-08-28,"61-70",4,634,2020-10-05 14:22:00
2020-08-29,"61-70",5,639,2020-10-05 14:22:00
2020-08-30,"61-70",1,640,2020-10-05 14:22:00
2020-08-31,"61-70",6,646,2020-10-05 14:22:00
2020-09-01,"61-70",4,650,2020-10-05 14:22:00
2020-09-02,"61-70",8,658,2020-10-05 14:22:00
2020-09-03,"61-70",3,661,2020-10-05 14:22:00
2020-09-04,"61-70",6,667,2020-10-05 14:22:00
2020-09-05,"61-70",6,673,2020-10-05 14:22:00
2020-09-06,"61-70",1,674,2020-10-05 14:22:00
2020-09-07,"61-70",5,679,2020-10-05 14:22:00
2020-09-08,"61-70",4,683,2020-10-05 14:22:00
2020-09-09,"61-70",7,690,2020-10-05 14:22:00
2020-09-10,"61-70",5,695,2020-10-05 14:22:00
2020-09-11,"61-70",10,705,2020-10-05 14:22:00
2020-09-12,"61-70",5,710,2020-10-05 14:22:00
2020-09-13,"61-70",0,710,2020-10-05 14:22:00
2020-09-14,"61-70",5,715,2020-10-05 14:22:00
2020-09-15,"61-70",6,721,2020-10-05 14:22:00
2020-09-16,"61-70",9,730,2020-10-05 14:22:00
2020-09-17,"61-70",2,732,2020-10-05 14:22:00
2020-09-18,"61-70",5,737,2020-10-05 14:22:00
2020-09-19,"61-70",1,738,2020-10-05 14:22:00
2020-09-20,"61-70",2,740,2020-10-05 14:22:00
2020-09-21,"61-70",3,743,2020-10-05 14:22:00
2020-09-22,"61-70",3,746,2020-10-05 14:22:00
2020-09-23,"61-70",2,748,2020-10-05 14:22:00
2020-09-24,"61-70",2,750,2020-10-05 14:22:00
2020-09-25,"61-70",4,754,2020-10-05 14:22:00
2020-09-26,"61-70",2,756,2020-10-05 14:22:00
2020-09-27,"61-70",2,758,2020-10-05 14:22:00
2020-09-28,"61-70",3,761,2020-10-05 14:22:00
2020-09-29,"61-70",4,765,2020-10-05 14:22:00
2020-09-30,"61-70",6,771,2020-10-05 14:22:00
2020-10-01,"61-70",4,775,2020-10-05 14:22:00
2020-10-02,"61-70",1,776,2020-10-05 14:22:00
2020-10-03,"61-70",1,777,2020-10-05 14:22:00
2020-10-04,"61-70",0,777,2020-10-05 14:22:00
